Employee_ID,Employee_Status,Attrition_Flag,Attrition,Age,Age_Group,Gender,Marital_Status,Education,Education_Field,Department,Job_Role,Job_Level,Job_Involvement,Business_Travel,Distance_From_Home,Distance_Category,Daily_Rate,Hourly_Rate,Monthly_Rate,Monthly_Income,Income_Range,Income_Category,Percent_Salary_Hike,Stock_Option_Level,Performance_Rating,Performance_Category,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Overall_Satisfaction,Over_Time,Attrition_Risk,Total_Working_Years,Experience_Group,Years_At_Company,Company_Tenure,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Num_Companies_Worked,Training_Times_Last_Year
1590,Active Employee,0,No,29,26-35,Male,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Frequently,2,Near (0-5 km),995,87,24483,8853,$6K-<10K,Middle Income,19,1,3,Good,1,4,4,4,3.25,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,4,1,3,1,0
1591,Active Employee,0,No,50,46-55,Male,Married,3,Marketing,Sales,Manager,5,3,Travel Rarely,9,Moderate (6-15 km),264,59,19519,19331,$15K+,Higher Income,16,1,3,Good,3,3,3,3,3,Yes,Moderate Risk,27,Expert(20+),1,1-3 Years,0,0,0,4,2
1592,Active Employee,0,No,23,18-25,Male,Married,3,Technical Degree,Research & Development,Research Scientist,1,4,Travel Rarely,10,Moderate (6-15 km),977,45,12826,2073,<$3K,Lower Income,16,1,3,Good,4,3,4,3,3.5,No,Low Risk,4,Junior(3-5),2,1-3 Years,2,2,2,2,2
1594,Active Employee,0,No,36,35-45,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,4,Travel Frequently,6,Moderate (6-15 km),1302,80,19711,5562,$3K-<6K,Lower Middle Income,13,1,3,Good,1,1,4,3,2.25,Yes,Moderate Risk,9,Mid-Level(6-10),3,1-3 Years,2,0,2,3,3
1595,Active Employee,0,No,42,35-45,Male,Single,2,Other,Research & Development,Manager,5,2,Travel Rarely,9,Moderate (6-15 km),1059,93,26362,19613,$15K+,Higher Income,22,0,4,Excellent,4,4,4,3,3.75,No,Low Risk,24,Expert(20+),1,1-3 Years,0,0,1,8,2
1596,Active Employee,0,No,35,35-45,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,4,Travel Rarely,28,Far (16-30 km),750,46,25348,3407,$3K-<6K,Lower Middle Income,17,2,3,Good,2,3,4,2,2.75,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,9,6,8,1,3
1597,Active Employee,0,No,34,26-35,Male,Married,4,Technical Degree,Research & Development,Healthcare Representative,2,2,Travel Frequently,10,Moderate (6-15 km),653,92,15332,5063,$3K-<6K,Lower Middle Income,14,1,3,Good,4,3,2,2,2.75,No,Low Risk,8,Mid-Level(6-10),8,8-10 Years,2,7,7,1,3
1598,Active Employee,0,No,40,35-45,Female,Married,2,Life Sciences,Sales,Sales Executive,2,3,Travel Rarely,14,Moderate (6-15 km),118,84,11262,4639,$3K-<6K,Lower Middle Income,15,1,3,Good,4,1,3,3,2.75,No,Low Risk,5,Junior(3-5),5,4-7 Years,4,1,2,1,2
1599,Active Employee,0,No,43,35-45,Male,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,1,4,Travel Rarely,27,Far (16-30 km),990,87,5855,4876,$3K-<6K,Lower Middle Income,12,1,3,Good,4,2,3,3,3,No,Low Risk,8,Mid-Level(6-10),6,4-7 Years,4,0,2,5,0
1601,Active Employee,0,No,35,35-45,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,2,Travel Rarely,7,Moderate (6-15 km),1349,63,7713,2690,<$3K,Lower Income,18,1,3,Good,3,4,4,2,3.25,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,1,1,5
1602,Active Employee,0,No,46,46-55,Male,Single,4,Life Sciences,Sales,Manager,4,4,Travel Rarely,1,Near (0-5 km),563,56,3156,17567,$15K+,Higher Income,15,0,3,Good,4,1,2,1,2,No,Low Risk,27,Expert(20+),26,15+ Years,0,0,12,1,5
1604,Ex-Employee,1,Yes,28,26-35,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,24,Far (16-30 km),329,51,7324,2408,<$3K,Lower Income,17,3,3,Good,3,2,3,3,2.75,Yes,High Risk,1,Fresher(0-2),1,1-3 Years,1,0,0,1,3
1605,Active Employee,0,No,22,18-25,Female,Married,2,Other,Research & Development,Research Scientist,1,2,Non-Travel,26,Far (16-30 km),457,85,10293,2814,<$3K,Lower Income,14,0,3,Good,2,3,2,2,2.25,Yes,High Risk,4,Junior(3-5),4,4-7 Years,2,1,3,1,2
1606,Active Employee,0,No,50,46-55,Male,Married,5,Medical,Research & Development,Healthcare Representative,4,3,Travel Frequently,20,Far (16-30 km),1234,41,20689,11245,$10K-<15K,Upper Middle Income,15,1,3,Good,2,3,3,3,2.75,Yes,High Risk,32,Expert(20+),30,15+ Years,8,12,13,2,3
1607,Active Employee,0,No,32,26-35,Female,Married,4,Other,Research & Development,Research Scientist,1,4,Travel Rarely,5,Near (0-5 km),634,35,18783,3312,$3K-<6K,Lower Middle Income,17,2,3,Good,2,4,4,3,3.25,No,Low Risk,6,Mid-Level(6-10),3,1-3 Years,2,0,2,3,3
1608,Active Employee,0,No,44,35-45,Female,Divorced,3,Medical,Research & Development,Research Director,5,3,Travel Rarely,7,Moderate (6-15 km),1313,31,3549,19049,$15K+,Higher Income,14,1,3,Good,2,4,4,2,3,Yes,Moderate Risk,23,Expert(20+),22,15+ Years,7,1,10,0,4
1609,Active Employee,0,No,30,26-35,Male,Married,3,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,7,Moderate (6-15 km),241,48,5348,2141,<$3K,Lower Income,12,1,3,Good,2,2,2,2,2,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,4,1,1,1,3
1611,Active Employee,0,No,45,35-45,Female,Single,5,Medical,Research & Development,Laboratory Technician,2,1,Travel Rarely,5,Near (0-5 km),1015,50,23447,5769,$3K-<6K,Lower Middle Income,14,0,3,Good,3,1,1,3,2,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,7,1,4,1,3
1612,Active Employee,0,No,45,35-45,Male,Married,3,Marketing,Sales,Sales Executive,2,2,Non-Travel,26,Far (16-30 km),336,52,24162,4385,$3K-<6K,Lower Middle Income,15,1,3,Good,1,1,1,3,1.5,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,4,5,1,2
1613,Active Employee,0,No,31,26-35,Male,Single,4,Other,Sales,Sales Executive,2,3,Travel Frequently,2,Near (0-5 km),715,54,21602,5332,$3K-<6K,Lower Middle Income,13,0,3,Good,4,1,4,3,3,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,2,0,3,7,3
1614,Active Employee,0,No,36,35-45,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,3,Travel Rarely,12,Moderate (6-15 km),559,76,12421,4663,$3K-<6K,Lower Middle Income,12,2,3,Good,3,3,2,3,2.75,Yes,Moderate Risk,7,Mid-Level(6-10),3,1-3 Years,2,1,1,9,2
1615,Active Employee,0,No,34,26-35,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,2,4,Travel Frequently,10,Moderate (6-15 km),426,42,17000,4724,$3K-<6K,Lower Middle Income,13,1,3,Good,3,4,1,3,2.75,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,7,7,2,1,3
1617,Active Employee,0,No,49,46-55,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,25,Far (16-30 km),722,84,22102,3211,$3K-<6K,Lower Middle Income,14,1,3,Good,3,1,4,2,2.5,No,Low Risk,10,Mid-Level(6-10),9,8-10 Years,6,1,4,1,3
1618,Active Employee,0,No,39,35-45,Male,Married,5,Medical,Research & Development,Manufacturing Director,2,3,Travel Rarely,10,Moderate (6-15 km),1387,76,3835,5377,$3K-<6K,Lower Middle Income,13,3,3,Good,2,1,4,3,2.5,No,Low Risk,10,Mid-Level(6-10),7,4-7 Years,7,7,7,2,3
1619,Active Employee,0,No,27,26-35,Male,Divorced,3,Other,Research & Development,Laboratory Technician,1,2,Travel Rarely,19,Far (16-30 km),1302,67,16290,4066,$3K-<6K,Lower Middle Income,11,2,3,Good,4,1,1,3,2.25,No,Low Risk,7,Mid-Level(6-10),7,4-7 Years,7,0,7,1,3
1621,Active Employee,0,No,35,35-45,Male,Married,5,Life Sciences,Research & Development,Research Scientist,2,4,Travel Rarely,18,Far (16-30 km),819,48,26312,5208,$3K-<6K,Lower Middle Income,11,0,3,Good,2,1,4,3,2.5,No,Low Risk,16,Senior(11-20),16,15+ Years,15,1,10,1,2
1622,Active Employee,0,No,28,26-35,Female,Divorced,3,Medical,Research & Development,Manufacturing Director,2,1,Travel Rarely,27,Far (16-30 km),580,39,20460,4877,$3K-<6K,Lower Middle Income,21,1,4,Excellent,2,1,2,2,1.75,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,3,0,0,0,5
1623,Active Employee,0,No,21,18-25,Male,Single,1,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,5,Near (0-5 km),546,97,26009,3117,$3K-<6K,Lower Middle Income,18,0,3,Good,3,4,3,3,3.25,No,Low Risk,3,Junior(3-5),2,1-3 Years,2,2,2,1,2
1624,Ex-Employee,1,Yes,18,18-25,Female,Single,2,Medical,Sales,Sales Representative,1,3,Travel Frequently,3,Near (0-5 km),544,70,18420,1569,<$3K,Lower Income,12,0,3,Good,2,4,3,4,3.25,Yes,Moderate Risk,0,Fresher(0-2),0,New Joiner,0,0,0,1,2
1625,Active Employee,0,No,47,46-55,Female,Married,4,Life Sciences,Human Resources,Manager,5,3,Travel Rarely,26,Far (16-30 km),1176,98,5220,19658,$15K+,Higher Income,11,1,3,Good,4,3,3,3,3.25,No,Low Risk,27,Expert(20+),5,4-7 Years,2,1,0,3,2
1627,Active Employee,0,No,39,35-45,Male,Divorced,2,Medical,Research & Development,Laboratory Technician,2,2,Travel Rarely,3,Near (0-5 km),170,76,10302,3069,$3K-<6K,Lower Middle Income,15,1,3,Good,3,3,4,3,3.25,No,Low Risk,11,Senior(11-20),10,8-10 Years,8,0,7,0,3
1628,Active Employee,0,No,40,35-45,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,3,2,Travel Rarely,15,Moderate (6-15 km),884,80,25800,10435,$10K-<15K,Upper Middle Income,13,2,3,Good,1,3,4,3,2.75,No,Low Risk,18,Senior(11-20),18,15+ Years,15,14,12,1,2
1630,Active Employee,0,No,35,35-45,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,3,Non-Travel,8,Moderate (6-15 km),208,52,12250,4148,$3K-<6K,Lower Middle Income,12,1,3,Good,3,3,4,3,3.25,No,Low Risk,15,Senior(11-20),14,10-15 Years,11,2,9,1,5
1631,Active Employee,0,No,37,35-45,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,3,Travel Rarely,19,Far (16-30 km),671,85,26493,5768,$3K-<6K,Lower Middle Income,17,3,3,Good,3,3,1,2,2.25,No,Low Risk,9,Mid-Level(6-10),4,4-7 Years,3,0,2,3,2
1633,Active Employee,0,No,39,35-45,Female,Single,3,Medical,Research & Development,Manufacturing Director,2,3,Travel Frequently,4,Near (0-5 km),711,81,3140,5042,$3K-<6K,Lower Middle Income,13,0,3,Good,1,3,4,1,2.25,No,Low Risk,10,Mid-Level(6-10),9,8-10 Years,2,3,8,0,2
1635,Active Employee,0,No,45,35-45,Female,Divorced,2,Other,Research & Development,Manufacturing Director,2,2,Travel Rarely,2,Near (0-5 km),1329,59,5388,5770,$3K-<6K,Lower Middle Income,19,2,3,Good,4,4,1,3,3,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,3,9,1,3
1638,Active Employee,0,No,38,35-45,Female,Married,2,Medical,Research & Development,Manufacturing Director,3,2,Travel Rarely,2,Near (0-5 km),397,54,14199,7756,$6K-<10K,Middle Income,19,1,3,Good,4,3,4,4,3.75,Yes,Moderate Risk,10,Mid-Level(6-10),5,4-7 Years,4,0,2,3,6
1639,Ex-Employee,1,Yes,35,35-45,Male,Married,3,Medical,Sales,Sales Executive,3,2,Travel Rarely,10,Moderate (6-15 km),737,55,21530,10306,$10K-<15K,Upper Middle Income,17,0,3,Good,4,1,3,3,2.75,No,Low Risk,15,Senior(11-20),13,10-15 Years,12,6,0,9,3
1640,Active Employee,0,No,37,35-45,Female,Married,3,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,10,Moderate (6-15 km),1470,71,9953,3936,$3K-<6K,Lower Middle Income,11,1,3,Good,2,2,1,1,1.5,No,Low Risk,8,Mid-Level(6-10),8,8-10 Years,4,7,7,1,2
1641,Active Employee,0,No,40,35-45,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,3,3,Travel Rarely,16,Far (16-30 km),448,84,19948,7945,$6K-<10K,Middle Income,15,0,3,Good,3,4,4,2,3.25,Yes,High Risk,18,Senior(11-20),4,4-7 Years,2,3,3,6,2
1642,Active Employee,0,No,44,35-45,Male,Married,5,Human Resources,Human Resources,Human Resources,2,3,Travel Frequently,1,Near (0-5 km),602,37,10503,5743,$3K-<6K,Lower Middle Income,11,0,3,Good,1,4,3,3,2.75,Yes,Moderate Risk,14,Senior(11-20),10,8-10 Years,7,0,2,4,3
1644,Active Employee,0,No,48,46-55,Male,Married,5,Medical,Research & Development,Manager,4,2,Travel Frequently,4,Near (0-5 km),365,89,5602,15202,$15K+,Higher Income,25,1,4,Excellent,3,4,2,3,3,No,Low Risk,23,Expert(20+),2,1-3 Years,2,2,2,2,3
1645,Ex-Employee,1,Yes,35,35-45,Male,Divorced,2,Medical,Sales,Sales Executive,2,1,Travel Rarely,15,Moderate (6-15 km),763,59,22098,5440,$3K-<6K,Lower Middle Income,14,2,3,Good,1,4,4,2,2.75,Yes,Moderate Risk,7,Mid-Level(6-10),2,1-3 Years,2,2,2,6,2
1646,Active Employee,0,No,24,18-25,Female,Single,1,Technical Degree,Research & Development,Research Scientist,1,3,Travel Frequently,2,Near (0-5 km),567,32,17218,3760,$3K-<6K,Lower Middle Income,13,0,3,Good,1,4,3,3,2.75,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,3,1,3,1,2
1647,Active Employee,0,No,27,26-35,Female,Married,3,Medical,Research & Development,Research Scientist,1,4,Travel Rarely,8,Moderate (6-15 km),486,86,22490,3517,$3K-<6K,Lower Middle Income,17,0,3,Good,2,3,1,3,2.25,No,Low Risk,5,Junior(3-5),3,1-3 Years,2,0,2,7,0
1648,Active Employee,0,No,27,26-35,Male,Single,3,Medical,Research & Development,Research Scientist,1,3,Travel Frequently,2,Near (0-5 km),591,87,6297,2580,<$3K,Lower Income,13,0,3,Good,4,4,3,2,3.25,No,Low Risk,6,Mid-Level(6-10),4,4-7 Years,2,1,2,2,0
1649,Ex-Employee,1,Yes,40,35-45,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,7,Moderate (6-15 km),1329,73,3339,2166,<$3K,Lower Income,14,0,3,Good,1,1,2,1,1.25,Yes,High Risk,10,Mid-Level(6-10),4,4-7 Years,2,0,3,3,3
1650,Active Employee,0,No,29,26-35,Male,Single,3,Medical,Sales,Sales Executive,2,2,Travel Rarely,10,Moderate (6-15 km),469,42,23413,5869,$3K-<6K,Lower Middle Income,11,0,3,Good,3,3,3,3,3,No,Low Risk,8,Mid-Level(6-10),5,4-7 Years,2,1,4,9,2
1651,Active Employee,0,No,36,35-45,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,3,3,Travel Rarely,5,Near (0-5 km),711,42,22792,8008,$6K-<10K,Middle Income,12,2,3,Good,2,1,3,3,2.25,No,Low Risk,9,Mid-Level(6-10),3,1-3 Years,2,0,2,4,6
1653,Active Employee,0,No,25,18-25,Male,Divorced,1,Life Sciences,Research & Development,Manufacturing Director,2,4,Travel Frequently,2,Near (0-5 km),772,77,4973,5206,$3K-<6K,Lower Middle Income,17,2,3,Good,4,3,3,3,3.25,No,Low Risk,7,Mid-Level(6-10),7,4-7 Years,7,0,7,1,6
1654,Active Employee,0,No,39,35-45,Male,Married,3,Medical,Research & Development,Manufacturing Director,2,3,Travel Rarely,12,Moderate (6-15 km),492,66,7693,5295,$3K-<6K,Lower Middle Income,21,0,4,Excellent,4,2,3,3,3,No,Low Risk,7,Mid-Level(6-10),5,4-7 Years,4,1,0,4,3
1655,Active Employee,0,No,49,46-55,Female,Married,4,Other,Research & Development,Research Director,4,3,Travel Rarely,22,Far (16-30 km),301,72,3498,16413,$15K+,Higher Income,16,2,3,Good,1,2,2,3,2,No,Low Risk,27,Expert(20+),4,4-7 Years,2,1,2,3,2
1656,Active Employee,0,No,50,46-55,Female,Divorced,5,Life Sciences,Research & Development,Research Director,3,2,Travel Rarely,17,Far (16-30 km),813,50,21981,13269,$10K-<15K,Upper Middle Income,15,3,3,Good,4,1,3,3,2.75,No,Low Risk,19,Senior(11-20),14,10-15 Years,11,1,11,5,3
1657,Active Employee,0,No,20,18-25,Female,Single,3,Medical,Sales,Sales Representative,1,3,Travel Rarely,2,Near (0-5 km),1141,31,13251,2783,<$3K,Lower Income,19,0,3,Good,3,3,1,3,2.5,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,2,2,1,3
1658,Active Employee,0,No,34,26-35,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,2,3,Travel Rarely,3,Near (0-5 km),1130,66,19332,5433,$3K-<6K,Lower Middle Income,12,1,3,Good,4,2,3,3,3,No,Low Risk,11,Senior(11-20),11,10-15 Years,8,7,9,1,2
1659,Active Employee,0,No,36,35-45,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,7,Moderate (6-15 km),311,77,10950,2013,<$3K,Lower Income,11,0,3,Good,1,2,3,3,2.25,No,Low Risk,15,Senior(11-20),4,4-7 Years,3,1,3,2,4
1661,Active Employee,0,No,49,46-55,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,4,2,Travel Rarely,6,Moderate (6-15 km),465,41,11652,13966,$10K-<15K,Upper Middle Income,19,1,3,Good,3,3,2,3,2.75,Yes,Moderate Risk,30,Expert(20+),15,10-15 Years,11,2,12,2,3
1662,Active Employee,0,No,36,35-45,Female,Married,4,Medical,Research & Development,Manufacturing Director,2,2,Non-Travel,1,Near (0-5 km),894,33,15411,4374,$3K-<6K,Lower Middle Income,15,0,3,Good,4,3,3,3,3.25,No,Low Risk,4,Junior(3-5),3,1-3 Years,2,1,2,0,6
1664,Active Employee,0,No,36,35-45,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,2,4,Travel Rarely,3,Near (0-5 km),1040,79,26308,6842,$6K-<10K,Middle Income,20,1,4,Excellent,4,1,1,3,2.25,No,Low Risk,13,Senior(11-20),5,4-7 Years,4,0,4,6,3
1665,Active Employee,0,No,54,46-55,Female,Married,5,Medical,Research & Development,Manager,4,3,Travel Rarely,22,Far (16-30 km),584,91,18685,17426,$15K+,Higher Income,25,1,4,Excellent,2,3,3,3,2.75,No,Low Risk,36,Expert(20+),10,8-10 Years,8,4,7,3,6
1666,Active Employee,0,No,43,35-45,Male,Married,2,Life Sciences,Research & Development,Research Director,4,2,Travel Rarely,15,Moderate (6-15 km),1291,65,3525,17603,$15K+,Higher Income,24,1,4,Excellent,3,3,1,3,2.5,No,Low Risk,14,Senior(11-20),14,10-15 Years,10,6,11,1,3
1667,Ex-Employee,1,Yes,35,35-45,Male,Single,4,Other,Sales,Sales Executive,2,3,Travel Frequently,12,Moderate (6-15 km),880,36,10414,4581,$3K-<6K,Lower Middle Income,24,0,4,Excellent,4,4,1,4,3.25,Yes,High Risk,13,Senior(11-20),11,10-15 Years,9,6,7,3,2
1668,Active Employee,0,No,38,35-45,Male,Married,3,Life Sciences,Research & Development,Research Scientist,2,3,Travel Frequently,1,Near (0-5 km),1189,90,9867,4735,$3K-<6K,Lower Middle Income,15,2,3,Good,4,4,4,4,4,No,Low Risk,19,Senior(11-20),13,10-15 Years,11,2,9,7,4
1669,Active Employee,0,No,29,26-35,Male,Divorced,3,Medical,Sales,Sales Executive,2,2,Travel Rarely,5,Near (0-5 km),991,43,3356,4187,$3K-<6K,Lower Middle Income,13,1,3,Good,1,2,2,2,1.75,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,0,0,9,1,3
1670,Active Employee,0,No,33,26-35,Male,Divorced,4,Medical,Sales,Sales Executive,2,3,Travel Rarely,2,Near (0-5 km),392,93,3921,5505,$3K-<6K,Lower Middle Income,14,2,3,Good,4,4,3,3,3.5,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,2,0,4,1,5
1671,Active Employee,0,No,32,26-35,Male,Divorced,3,Medical,Research & Development,Research Scientist,2,3,Travel Rarely,2,Near (0-5 km),977,45,25518,5470,$3K-<6K,Lower Middle Income,13,2,3,Good,4,2,3,2,2.75,No,Low Risk,10,Mid-Level(6-10),9,8-10 Years,5,1,6,0,4
1673,Active Employee,0,No,31,26-35,Female,Married,4,Life Sciences,Sales,Sales Executive,2,3,Travel Rarely,5,Near (0-5 km),1112,67,22589,5476,$3K-<6K,Lower Middle Income,11,2,3,Good,1,4,1,3,2.25,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,0,0,2,1,2
1674,Active Employee,0,No,49,46-55,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,16,Far (16-30 km),464,74,24941,2587,<$3K,Lower Income,16,1,3,Good,4,1,2,2,2.25,Yes,High Risk,17,Senior(11-20),2,1-3 Years,2,2,2,4,2
1675,Active Employee,0,No,38,35-45,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,2,Travel Frequently,2,Near (0-5 km),148,42,23826,2440,<$3K,Lower Income,22,0,4,Excellent,4,2,2,3,2.75,No,Low Risk,4,Junior(3-5),4,4-7 Years,3,3,3,1,3
1676,Active Employee,0,No,47,46-55,Female,Divorced,4,Life Sciences,Sales,Manager,4,4,Travel Rarely,2,Near (0-5 km),1225,47,21086,15972,$15K+,Higher Income,14,3,3,Good,2,2,3,3,2.5,No,Low Risk,29,Expert(20+),3,1-3 Years,2,1,2,6,2
1677,Active Employee,0,No,49,46-55,Male,Single,3,Life Sciences,Research & Development,Manager,4,3,Travel Rarely,1,Near (0-5 km),809,36,22384,15379,$15K+,Higher Income,14,0,3,Good,3,3,1,3,2.5,No,Low Risk,23,Expert(20+),8,8-10 Years,7,0,0,4,2
1678,Active Employee,0,No,41,35-45,Male,Single,2,Life Sciences,Sales,Sales Executive,3,3,Travel Rarely,23,Far (16-30 km),1206,80,11591,7082,$6K-<10K,Middle Income,16,0,3,Good,4,3,4,3,3.5,Yes,High Risk,21,Expert(20+),2,1-3 Years,0,0,2,3,2
1680,Active Employee,0,No,20,18-25,Male,Single,1,Life Sciences,Sales,Sales Representative,1,3,Travel Rarely,9,Moderate (6-15 km),727,54,21082,2728,<$3K,Lower Income,11,0,3,Good,4,1,1,3,2.25,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,0,2,1,3
1681,Active Employee,0,No,33,26-35,Female,Divorced,3,Life Sciences,Sales,Sales Executive,2,3,Non-Travel,16,Far (16-30 km),530,36,16130,5368,$3K-<6K,Lower Middle Income,25,1,4,Excellent,3,4,3,3,3.25,Yes,High Risk,7,Mid-Level(6-10),6,4-7 Years,5,1,2,1,2
1682,Active Employee,0,No,36,35-45,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Rarely,26,Far (16-30 km),1351,80,7419,5347,$3K-<6K,Lower Middle Income,14,2,3,Good,1,3,2,2,2,No,Low Risk,10,Mid-Level(6-10),3,1-3 Years,2,0,2,6,2
1683,Active Employee,0,No,44,35-45,Female,Divorced,3,Life Sciences,Human Resources,Human Resources,1,3,Travel Rarely,1,Near (0-5 km),528,44,4167,3195,$3K-<6K,Lower Middle Income,18,3,3,Good,3,4,1,3,2.75,Yes,Moderate Risk,8,Mid-Level(6-10),2,1-3 Years,2,2,2,4,2
1684,Ex-Employee,1,Yes,23,18-25,Male,Single,1,Medical,Research & Development,Laboratory Technician,1,2,Travel Rarely,8,Moderate (6-15 km),1320,93,20586,3989,$3K-<6K,Lower Middle Income,11,0,3,Good,4,3,1,3,2.75,Yes,Moderate Risk,5,Junior(3-5),5,4-7 Years,4,1,2,1,2
1687,Active Employee,0,No,38,35-45,Female,Married,2,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,4,Near (0-5 km),1495,87,26176,3306,$3K-<6K,Lower Middle Income,19,1,3,Good,4,3,4,2,3.25,No,Low Risk,7,Mid-Level(6-10),0,New Joiner,0,0,0,7,5
1689,Active Employee,0,No,53,46-55,Male,Married,4,Medical,Research & Development,Healthcare Representative,3,4,Travel Rarely,24,Far (16-30 km),1395,48,3458,7005,$6K-<10K,Middle Income,15,0,3,Good,2,4,3,3,3,No,Low Risk,11,Senior(11-20),4,4-7 Years,3,1,2,3,2
1691,Ex-Employee,1,Yes,48,46-55,Female,Married,2,Medical,Sales,Sales Representative,1,3,Travel Frequently,7,Moderate (6-15 km),708,95,11740,2655,<$3K,Lower Income,11,2,3,Good,4,3,3,3,3.25,Yes,High Risk,19,Senior(11-20),9,8-10 Years,7,7,7,2,3
1692,Ex-Employee,1,Yes,32,26-35,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,2,Near (0-5 km),1259,95,24852,1393,<$3K,Lower Income,12,0,3,Good,4,2,1,3,2.5,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
1693,Active Employee,0,No,26,26-35,Male,Single,3,Medical,Research & Development,Laboratory Technician,1,3,Non-Travel,7,Moderate (6-15 km),786,76,11925,2570,<$3K,Lower Income,20,0,4,Excellent,4,4,3,3,3.5,No,Low Risk,7,Mid-Level(6-10),7,4-7 Years,7,5,7,1,5
1694,Active Employee,0,No,55,46-55,Male,Divorced,3,Technical Degree,Research & Development,Research Scientist,1,2,Travel Rarely,22,Far (16-30 km),1441,94,23737,3537,$3K-<6K,Lower Middle Income,12,1,3,Good,1,2,4,3,2.5,No,Low Risk,8,Mid-Level(6-10),4,4-7 Years,2,1,2,5,1
1696,Active Employee,0,No,34,26-35,Male,Married,2,Medical,Research & Development,Laboratory Technician,2,2,Travel Rarely,5,Near (0-5 km),1157,57,11912,3986,$3K-<6K,Lower Middle Income,14,1,3,Good,2,4,3,4,3.25,No,Low Risk,15,Senior(11-20),15,10-15 Years,10,4,13,1,3
1697,Active Employee,0,No,60,56+,Male,Divorced,4,Medical,Research & Development,Healthcare Representative,3,1,Travel Rarely,1,Near (0-5 km),370,92,20467,10883,$10K-<15K,Upper Middle Income,20,1,4,Excellent,3,4,3,4,3.5,No,Low Risk,19,Senior(11-20),1,1-3 Years,0,0,0,3,2
1698,Active Employee,0,No,33,26-35,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,4,Travel Rarely,21,Far (16-30 km),267,79,13637,2028,<$3K,Lower Income,18,3,3,Good,2,2,4,3,2.75,No,Low Risk,14,Senior(11-20),14,10-15 Years,11,2,13,1,6
1700,Active Employee,0,No,37,35-45,Male,Divorced,4,Medical,Sales,Sales Executive,2,1,Travel Frequently,1,Near (0-5 km),1278,31,7677,9525,$6K-<10K,Middle Income,14,2,3,Good,3,4,3,2,3,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,3,1,3,1,2
1701,Active Employee,0,No,34,26-35,Female,Married,3,Life Sciences,Research & Development,Research Scientist,1,2,Travel Rarely,19,Far (16-30 km),678,35,20338,2929,<$3K,Lower Income,12,0,3,Good,2,4,2,3,2.75,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,9,8,7,1,3
